Year,Address,Species,Tree or Shrub,Quantity,Date,Latitude,Longitude,Neighbourhood Name,Neighbourhood Number,Geometry Point
2017,Pylypow Pond 2017,Prickly Rose - Rosa acicularis,Shrub,14,2017-08-04,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2022,Forest Heights,White Spruce - Picea glauca,Tree,72,2022-09-22,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2022,Cloverdale Hill 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,50,2022-06-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2019,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,0,2019-10-12,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2013,Louise McKinney Park 2013,White Spruce - Picea glauca,Tree,20,2013-06-16,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2021,Cloverdale Hill 2018,Prickly Rose - Rosa acicularis,Shrub,63,2021-08-28,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2017,Pylypow Pond 2017,Highbush Cranberry - Viburnum trilobum,Shrub,60,2017-07-21,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2017,Rundle Park 2017,Balsam Poplar - Populus balsamifera,Tree,30,2017-07-18,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2019,Richfield 2018,Snowberry - Symphoricarpos albus,Shrub,45,2019-05-28,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2017,Hermitage Park 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,231,2017-06-17,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2019,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,15,2019-06-05,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2018,Richfield 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,20,2018-05-24,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2019,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,23,2019-09-19,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Hermitage Park 2017,White Spruce - Picea glauca,Tree,112,2018-09-24,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Klarvatten,Diamondleaf Willow - Salix planifolia,Shrub,50,2022-09-28,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2015,Victoria Park 2015,Pin Cherry - Prunus pennsylvanica,Shrub,39,2015-06-25,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2018,Hazeldean 2017,Red Osier Dogwood - Cornus sericea,Shrub,20,2018-06-27,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2019,Brookside 2018,Snowberry - Symphoricarpos albus,Shrub,0,2019-06-17,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2019,Brookside 2018,White Spruce - Picea glauca,Tree,96,2019-10-03,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Louise McKinney Park 2014,White Spruce - Picea glauca,Tree,24,2018-06-08,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2021,Jackie Parker Park 2021,Red Osier Dogwood - Cornus sericea,Shrub,3,2021-10-08,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2022,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,19,2022-05-26,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Rundle Park 2014,Western Chokecherry - Prunus virg. melanocarpa,Shrub,30,2014-05-09,53.55497,-113.3835,RIVER VALLEY RUNDLE,2650,POINT (-113.3835 53.55497)
2015,,Highbush Cranberry - Viburnum trilobum,Shrub,10,2015-07-20,,,,,
2022,Klarvatten,Pussy Willow - Salix discolor,Shrub,17,2022-09-14,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2013,Victoria Park 2013,Prickly Rose - Rosa acicularis,Shrub,0,2013-09-04,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2019,Forest Heights,Jack Pine - Pinus banksiana,Tree,24,2019-05-25,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2018,Hamptons Lake 2018,Gooseberry - Ribes sp.,Shrub,25,2018-09-20,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2015,Government House Park 2015,Red Osier Dogwood - Cornus sericea,Shrub,75,2015-08-13,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2012,"Whitemud, east of 97 street",Trembling Aspen - Populus tremuloides,Tree,75,2012-06-21,53.480625,-113.479034,STRATHCONA INDUSTRIAL PARK,6700,POINT (-113.479034 53.480625)
2019,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,55,2019-09-18,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Rundle Park 2017,Gooseberry - Ribes sp.,Shrub,5,2019-09-18,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2015,Government House Park 2015,Trembling Aspen - Populus tremuloides,Tree,17,2015-06-27,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2013,Gold Bar Park 2013,Green Alder - Alnus viridis,Shrub,15,2013-08-14,53.556023,-113.40701,RIVER VALLEY GOLD BAR,6620,POINT (-113.40701 53.556023)
2017,Blackmud Creek 2017,White Spruce - Picea glauca,Tree,77,2017-06-23,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2019,Blackmud Creek 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,25,2019-05-22,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2013,Guinevere Park 2013,White Spruce - Picea glauca,Tree,0,2013-09-22,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2015,,Saskatoon Berry - Amelanchier alnifolia,Shrub,7,2015-07-18,,,,,
2019,Tipaskan,Lodgepole Pine - Pinus contorta latifolia,Tree,45,2019-10-05,53.461082,-113.4653,TIPASKAN,6750,POINT (-113.4653 53.461082)
2017,Fulton Park 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,66,2017-09-01,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2021,Lymburn 2021,Lodgepole Pine - Pinus contorta latifolia,Tree,20,2021-10-14,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2018,Hermitage Park 2017,Trembling Aspen - Populus tremuloides,Tree,8,2018-06-14,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2019,Lymburn 2018,Beaked Hazelnut - Corylus cornuta,Shrub,0,2019-09-18,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2022,Klarvatten,Thin Leaf Alder - Alnus incana,Shrub,41,2022-09-07,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2014,Victoria Park 2014,Buffaloberry - Shepherdia canadensis,Shrub,60,2014-06-12,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2015,Gold Bar Park 2015,Trembling Aspen - Populus tremuloides,Tree,28,2015-06-13,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,72,2022-08-18,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2015,Gold Bar Park 2015,Western Larch - Larix occidentalis,Tree,20,2015-06-13,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2012,Roper Pond,Prickly Rose - Rosa acicularis,Shrub,45,2012-07-06,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2019,Lymburn 2018,White Spruce - Picea glauca,Tree,48,2019-08-31,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2017,Hermitage Park 2017,Trembling Aspen - Populus tremuloides,Tree,30,2017-08-19,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2018,Westmount 2018,Balsam Poplar - Populus balsamifera,Tree,10,2018-10-19,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2022,Lymburn 2018,Trembling Aspen - Populus tremuloides,Tree,3,2022-05-10,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2022,Forest Heights,Buffaloberry - Shepherdia canadensis,Shrub,47,2022-08-27,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2015,Twin Brooks 2015,Prickly Rose - Rosa acicularis,Shrub,35,2015-05-28,53.442997,-113.54049,TWIN BROOKS,5511,POINT (-113.54049 53.442997)
2019,Forest Heights,Trembling Aspen - Populus tremuloides,Tree,14,2019-06-12,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,51,2014-06-12,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,14,2022-07-08,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Pylypow Pond 2017,Native Larch - Larix laricina,Tree,20,2019-08-22,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2015,Gold Bar Park 2015,Twining honey suckle - Lonicera dioica,Shrub,9,2015-08-14,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2018,Oxford 2018,Red Osier Dogwood - Cornus sericea,Shrub,34,2018-06-23,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Oxford 2018,Pussy Willow - Salix discolor,Shrub,90,2019-05-25,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Fulton Park 2017,Balsam Poplar - Populus balsamifera,Tree,42,2018-07-12,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2022,Forest Heights,Red Osier Dogwood - Cornus sericea,Shrub,15,2022-09-17,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2021,Callingwood Park 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,77,2021-07-12,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2019,Brookside 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,521,2019-08-30,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2013,Louise McKinney Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,75,2013-06-01,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2014,Victoria Park 2014,Wolfwillow - Elaeagnus commutata,Shrub,15,2014-06-18,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2015,,Prickly Rose - Rosa acicularis,Shrub,60,2015-09-16,,,,,
2014,Hermitage Park 2014,White Spruce - Picea glauca,Tree,243,2014-06-07,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2019,Alfred Savage,Paper Birch - Betula Papyrifera,Tree,10,2019-07-31,53.50105,-113.56058,RIVER VALLEY WHITEMUD,5400,POINT (-113.56058 53.50105)
2015,,Snowberry - Symphoricarpos albus,Shrub,6,2015-07-25,,,,,
2012,McKenzie Ravine,Western Chokecherry - Prunus virg. melanocarpa,Shrub,30,2012-05-28,53.481567,-113.41934,MILL WOODS GOLF COURSE,6500,POINT (-113.41934 53.481567)
2019,Tipaskan,Currant - Ribes sp.,Shrub,20,2019-10-10,53.461082,-113.4653,TIPASKAN,6750,POINT (-113.4653 53.461082)
2019,Lymburn 2018,Buffaloberry - Shepherdia canadensis,Shrub,24,2019-09-21,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Pylypow Pond 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,24,2019-09-19,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2021,Jackie Parker Park 2021,Raspberry - Rubus ideaus,Shrub,16,2021-09-08,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2015,Victoria Park 2015,Western Chokecherry - Prunus virg. melanocarpa,Shrub,30,2015-07-03,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2013,Victoria Park 2013,Red Osier Dogwood - Cornus sericea,Shrub,0,2013-10-12,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2015,,Beaked Hazelnut - Corylus cornuta,Shrub,90,2015-09-15,,,,,
2012,Roper Pond,Pin Cherry - Prunus pennsylvanica,Shrub,45,2012-07-05,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2021,Cloverdale Hill 2018,Wild Strawberry - Fragaria virginiana,Shrub,15,2021-08-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2018,Hazeldean 2017,White Spruce - Picea glauca,Tree,15,2018-07-10,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2014,Gold Bar Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,30,2014-07-05,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2018,Richfield 2018,Highbush Cranberry - Viburnum trilobum,Shrub,5,2018-10-13,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2013,Louise McKinney Park 2013,Western Chokecherry - Prunus virg. melanocarpa,Shrub,180,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2013,Gold Bar Park 2013,Trembling Aspen - Populus tremuloides,Tree,7,2013-08-14,53.556023,-113.40701,RIVER VALLEY GOLD BAR,6620,POINT (-113.40701 53.556023)
2014,Sir Wilfrid Laurier Park 2014,Highbush Cranberry - Viburnum trilobum,Shrub,26,2014-09-21,53.51,-113.55109,RIVER VALLEY LAURIER,3382,POINT (-113.55109 53.51)
2015,Mackinnon Ravine 2015,Currant - Ribes sp.,Shrub,94,2015-08-15,53.53831,-113.55866,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55866 53.53831)
2019,Oxford 2018,Paper Birch - Betula Papyrifera,Tree,45,2019-09-07,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Oxford 2018,White Spruce - Picea glauca,Tree,48,2019-09-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2022,Lymburn 2018,Jack Pine - Pinus banksiana,Tree,0,2022-07-08,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Trumpeter 2021,Raspberry - Rubus ideaus,Shrub,5,2021-06-26,53.592136,-113.66588,TRUMPETER AREA,4471,POINT (-113.66588 53.592136)
2013,Hermitage Park 2013,Trembling Aspen - Populus tremuloides,Tree,14,2013-09-29,53.58152,-113.374084,RIVER VALLEY HERMITAGE,2630,POINT (-113.374084 53.58152)
2022,Sifton Ravine 2018,Saskatoon berry,#N/A,0,2022-07-21,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2019,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,1,2019-09-21,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Oxford 2018,Pussy Willow - Salix discolor,Shrub,30,2018-08-28,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2013,Victoria Park 2013,Lodgepole Pine - Pinus contorta latifolia,Tree,50,2013-06-07,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2017,Rundle Park 2017,White Spruce - Picea glauca,Tree,62,2017-07-19,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2021,Jackie Parker Park 2021,White Spruce - Picea glauca,Tree,112,2021-08-23,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,72,2022-08-19,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Brookside 2018,Jack Pine - Pinus banksiana,Tree,0,2018-10-03,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Victoria Park 2014,Jack Pine - Pinus banksiana,Tree,84,2014-09-30,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2021,Blackmud Creek 2017,Highbush Cranberry - Viburnum trilobum,Shrub,0,2021-09-11,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2014,Rundle Park 2014,Gooseberry - Ribes sp.,Shrub,18,2014-05-09,53.55497,-113.3835,RIVER VALLEY RUNDLE,2650,POINT (-113.3835 53.55497)
2013,Louise McKinney Park 2013,,,90,2013-09-18,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2018,Hazeldean 2017,Highbush Cranberry - Viburnum trilobum,Shrub,30,2018-06-06,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2017,Mackinnon Ravine 2017,Gooseberry - Ribes sp.,Shrub,0,2017-08-26,53.53853,-113.56242,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.56242 53.53853)
2022,Cloverdale Hill 2018,Raspberry - Rubus ideaus,Shrub,0,2022-06-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2013,Victoria Park 2013,Wolfwillow - Elaeagnus commutata,Shrub,0,2013-07-17,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2015,,White Spruce - Picea glauca,Tree,18,2015-07-25,,,,,
2018,Callingwood Park 2017,White Spruce - Picea glauca,Tree,112,2018-09-24,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2013,Victoria Park 2013,Trembling Aspen - Populus tremuloides,Tree,60,2013-08-14,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2012,91st street and the yellowhead,Saskatoon Berry - Amelanchier alnifolia,Shrub,45,2023-05-15,53.44231,-113.46522,SATOO,6680,POINT (-113.46522 53.44231)
2015,,Currant - Ribes sp.,Shrub,5,2015-09-01,,,,,
2018,Gold Bar Park 2017,White Spruce - Picea glauca,Tree,112,2018-10-03,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2017,Pylypow Pond 2017,Highbush Cranberry - Viburnum trilobum,Shrub,73,2017-09-23,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2019,Oxford 2018,Native Larch - Larix laricina,Tree,10,2019-10-11,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Westmount 2018,Wolfwillow - Elaeagnus commutata,Shrub,24,2019-05-23,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2021,Jackie Parker Park 2021,Pin Cherry - Prunus pennsylvanica,Shrub,0,2021-08-20,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2019,Forest Heights,Saskatoon Berry - Amelanchier alnifolia,Shrub,25,2019-09-25,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2022,Forest Heights,Saskatoon Berry - Amelanchier alnifolia,Shrub,72,2022-09-27,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2015,,Kinnikinick - Arctostaphylos uva-ursi,Shrub,45,2015-06-18,,,,,
2021,Hazeldean 2017,White Spruce - Picea glauca,Tree,14,2021-06-10,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2018,Hamptons Lake 2018,Red Osier Dogwood - Cornus sericea,Shrub,15,2018-07-21,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2017,Hermitage Park 2017,Kinnikinick - Arctostaphylos uva-ursi,Shrub,7,2017-07-26,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2021,Westmount 2018,Buffaloberry - Shepherdia canadensis,Shrub,18,2021-07-29,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2019,Oxford 2018,Paper Birch - Betula Papyrifera,Tree,30,2019-09-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Victoria Park 2017,Prickly Rose - Rosa acicularis,Shrub,15,2018-08-21,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2022,Forest Heights,White Spruce - Picea glauca,Tree,72,2022-09-17,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2015,,Pussy Willow - Salix discolor,Shrub,50,2015-09-17,,,,,
2019,Brookside 2018,Raspberry - Rubus ideaus,Shrub,30,2019-06-08,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Victoria Park 2014,Jack Pine - Pinus banksiana,Tree,40,2014-07-23,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2022,Callaghan Park,Lodgepole Pine - Pinus contorta latifolia,Tree,16,2022-10-07,53.40567,-113.52814,CALLAGHAN,5457,POINT (-113.52814 53.40567)
2022,,Western Chokecherry - Prunus virg. melanocarpa,Shrub,2,2022-08-11,,,,,
2022,Summerside,White Spruce - Picea glauca,Tree,112,2022-06-09,53.41414,-113.46586,SUMMERSIDE,6213,POINT (-113.46586 53.41414)
2013,Whitemud 2013,Trembling Aspen - Populus tremuloides,Tree,24,2013-08-02,53.481937,-113.465294,TWEDDLE PLACE,6760,POINT (-113.465294 53.481937)
2015,,Prickly Rose - Rosa acicularis,Shrub,51,2015-09-19,,,,,
2014,Gold Bar Park 2014,Gooseberry - Ribes sp.,Shrub,15,2014-06-13,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2017,Pylypow Pond 2017,Western Larch - Larix occidentalis,Tree,92,2017-09-23,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2019,Gold Bar Park 2017,Balsam Poplar - Populus balsamifera,Tree,40,2019-09-25,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2014,Victoria Park 2014,Prickly Rose - Rosa acicularis,Shrub,4,2014-07-23,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2019,,Paper Birch - Betula Papyrifera,Tree,2,2019-10-15,,,,,
2022,Forest Heights,Western Larch - Larix occidentalis,Tree,75,2022-09-27,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2021,Lymburn 2021,White Spruce - Picea glauca,Tree,0,2021-10-02,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2019,Richfield 2018,Trembling Aspen - Populus tremuloides,Tree,15,2019-05-28,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2015,,Wolfwillow - Elaeagnus commutata,Shrub,31,2015-07-24,,,,,
2019,Richfield 2018,Buffaloberry - Shepherdia canadensis,Shrub,25,2019-09-28,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2018,Big Bear Park 2017,Balsam Poplar - Populus balsamifera,Tree,29,2018-06-14,53.440865,-113.50943,BLACKMUD CREEK RAVINE,5050,POINT (-113.50943 53.440865)
2022,Sifton Ravine 2018,Prickly Rose - Rosa acicularis,Shrub,48,2022-07-22,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2014,Gold Bar Park 2014,Prickly Rose - Rosa acicularis,Shrub,90,2014-07-09,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2012,Jackie Parker Park,Western Chokecherry - Prunus virg. melanocarpa,Shrub,75,2012-05-26,53.481567,-113.41934,MILL WOODS GOLF COURSE,6500,POINT (-113.41934 53.481567)
2021,Blackmud Creek 2017,Pussy Willow - Salix discolor,Shrub,17,2021-08-13,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2022,Klarvatten,Red Osier Dogwood - Cornus sericea,Shrub,50,2022-09-16,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2013,Government House Park 2013,Native Larch - Larix laricina,Tree,4,2013-08-28,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2018,Richfield 2018,Trembling Aspen - Populus tremuloides,Tree,30,2018-06-29,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2018,Brookside 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,47,2018-06-21,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2021,Blackmud Creek 2017,Wild Strawberry - Fragaria virginiana,Shrub,15,2021-07-16,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2014,Pylypow 2014,Wolfwillow - Elaeagnus commutata,Shrub,240,2014-06-20,53.497883,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497883)
2021,Lymburn 2021,Wolfwillow - Elaeagnus commutata,Shrub,24,2021-09-04,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2018,Edmonton Valley Zoo 2013,Red Osier Dogwood - Cornus sericea,Shrub,13,2018-07-19,53.512035,-113.557846,RIVER VALLEY LAURIER,3382,POINT (-113.557846 53.512035)
2018,Fulton Park 2017,Red Osier Dogwood - Cornus sericea,Shrub,75,2018-08-31,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2022,Sifton Ravine 2018,Trembling Aspen - Populus tremuloides,Tree,150,2022-08-13,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2019,Brookside 2018,Wolfwillow - Elaeagnus commutata,Shrub,8,2019-06-12,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Whitemud 2013,Wolfwillow - Elaeagnus commutata,Shrub,45,2014-06-28,53.481937,-113.465294,TWEDDLE PLACE,6760,POINT (-113.465294 53.481937)
2014,Roper Pond,Western Larch - Larix occidentalis,Tree,40,2014-06-13,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2019,Forest Heights,Trembling Aspen - Populus tremuloides,Tree,30,2019-08-07,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
